Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
956	a	sp|Q00169|PIPNA_HUMAN	Q00169	PIPNA_HUMAN	PITPNA	270	20.00	Homo sapiens OX=9606	Phosphatidylinositol transfer protein alpha isoform 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	4	5	6	5	6	     0	     0	     0			
957	a	sp|Q00325|MPCP_HUMAN	Q00325	MPCP_HUMAN	SLC25A3	362	16.00	Homo sapiens OX=9606	Phosphate carrier protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	7	10	10	10	27	27	27	     0	     0	     0	1M(15.9949), 9M(15.9949)		
958	a	sp|Q00653|NFKB2_HUMAN	Q00653	NFKB2_HUMAN	NFKB2	900	10.80	Homo sapiens OX=9606	Nuclear factor NF-kappa-B p100 subunit 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	9	9	9	     0	     0	     0	2C(57.0215), 3C(57.0215), 9C(57.0215)		
959	a	sp|Q00688|FKBP3_HUMAN	Q00688	FKBP3_HUMAN	FKBP3	224	24.60	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase FKBP3 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	9	9	9	     0	     0	     0			
960	a	sp|Q00765|REEP5_HUMAN	Q00765	REEP5_HUMAN	REEP5	189	19.60	Homo sapiens OX=9606	Receptor expression-enhancing protein 5 	1:Experimental evidence at protein level	1.0000	0.9989	4	5	5	5	10	10	10	     0	     0	     0	2C(57.0215), 5M(15.9949)		
961	a	sp|Q00796|DHSO_HUMAN	Q00796	DHSO_HUMAN	SORD	357	22.40	Homo sapiens OX=9606	Sorbitol dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	8	8	16	16	16	     0	     0	     0	6C(57.0215)		
962	a	sp|Q01130|SRSF2_HUMAN	Q01130	SRSF2_HUMAN	SRSF2	221	33.50	Homo sapiens OX=9606	Serine/arginine-rich splicing factor 2 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	4	6	11	6	11	     0	     0	     0	6M(15.9949), N-term(42.0106)		
963	a	sp|Q01469|FABP5_HUMAN	Q01469	FABP5_HUMAN	FABP5	135	25.90	Homo sapiens OX=9606	Fatty acid-binding protein 5 	1:Experimental evidence at protein level	1.0000	0.9987	4	5	5	5	6	6	6	     0	     0	     0	12C(57.0215), 5C(57.0215), 6C(57.0215), 7M(15.9949)		
964	a	sp|Q01650|LAT1_HUMAN	Q01650	LAT1_HUMAN	SLC7A5	507	12.20	Homo sapiens OX=9606	Large neutral amino acids transporter small subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	6	14	14	14	     0	     0	     0			
965	a	sp|Q01658|NC2B_HUMAN	Q01658	NC2B_HUMAN	DR1	176	15.90	Homo sapiens OX=9606	Protein Dr1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
966	a	sp|Q01780|EXOSX_HUMAN	Q01780	EXOSX_HUMAN	EXOSC10	885	12.70	Homo sapiens OX=9606	Exosome component 10 	1:Experimental evidence at protein level	1.0000	0.9990	12	10	10	10	13	13	13	     0	     0	     0	3C(57.0215)		
967	a	sp|Q01813|PFKAP_HUMAN	Q01813	PFKAP_HUMAN	PFKP	784	20.00	Homo sapiens OX=9606	ATP-dependent 6-phosphofructokinase, platelet type 	1:Experimental evidence at protein level	1.0000	0.9990	12	13	10	13	17	14	17	     0	     0	     0	14M(15.9949), 3C(57.0215), 6M(15.9949), 8C(57.0215)		
968	a	sp|Q01844|EWS_HUMAN	Q01844	EWS_HUMAN	EWSR1	656	16.80	Homo sapiens OX=9606	RNA-binding protein EWS 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	6	6	12	12	12	     0	     0	     0	11C(57.0215), 6C(57.0215)		
969	a	sp|Q01970|PLCB3_HUMAN	Q01970	PLCB3_HUMAN	PLCB3	1234	10.40	Homo sapiens OX=9606	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 	1:Experimental evidence at protein level	1.0000	0.9990	11	10	10	10	10	10	10	     0	     0	     0	9C(57.0215)		
970	a	sp|Q02252|MMSA_HUMAN	Q02252	MMSA_HUMAN	ALDH6A1	535	9.30	Homo sapiens OX=9606	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9973	4	4	4	4	4	4	4	     0	     0	     0	10C(57.0215), 2C(57.0215)		
971	a	sp|Q02543|RL18A_HUMAN	Q02543	RL18A_HUMAN	RPL18A	176	38.60	Homo sapiens OX=9606	60S ribosomal protein L18a 	1:Experimental evidence at protein level	1.0000	0.9990	7	9	9	9	24	24	24	     0	     0	     0	11C(57.0215), 1C(57.0215), 7M(15.9949), 8C(57.0215)		
972	a	sp|Q02750|MP2K1_HUMAN	Q02750	MP2K1_HUMAN	MAP2K1	393	15.00	Homo sapiens OX=9606	Dual specificity mitogen-activated protein kinase kinase 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	3	3	10	3	3	     0	     0	     0			
973	a	sp|Q02790|FKBP4_HUMAN	Q02790	FKBP4_HUMAN	FKBP4	459	40.30	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase FKBP4 	1:Experimental evidence at protein level	1.0000	0.9990	18	23	23	23	36	36	36	     0	     0	     0	13M(15.9949), 14M(15.9949), 5C(57.0215), 5M(15.9949), 6C(57.0215), 9C(57.0215)		
974	a	sp|Q02809|PLOD1_HUMAN	Q02809	PLOD1_HUMAN	PLOD1	727	15.00	Homo sapiens OX=9606	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 	1:Experimental evidence at protein level	1.0000	0.9990	10	8	8	8	15	15	15	     0	     0	     0	10C(57.0215)		
975	a	sp|Q02818|NUCB1_HUMAN	Q02818	NUCB1_HUMAN	NUCB1	461	20.40	Homo sapiens OX=9606	Nucleobindin-1 	1:Experimental evidence at protein level	1.0000	0.9990	9	8	8	8	11	11	11	     0	     0	     0			
976	a	sp|Q02878|RL6_HUMAN	Q02878	RL6_HUMAN	RPL6	288	35.80	Homo sapiens OX=9606	60S ribosomal protein L6 	1:Experimental evidence at protein level	1.0000	0.9990	13	15	14	14	55	53	53	     0	     0	     0			
977	a	sp|Q02880|TOP2B_HUMAN	Q02880	TOP2B_HUMAN	TOP2B	1626	10.40	Homo sapiens OX=9606	DNA topoisomerase 2-beta 	1:Experimental evidence at protein level	1.0000	0.9990	17	19	7	7	24	8	8	     0	     0	     0	8C(57.0215)		
978	a	sp|Q02952|AKA12_HUMAN	Q02952	AKA12_HUMAN	AKAP12	1782	2.90	Homo sapiens OX=9606	A-kinase anchor protein 12 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	10C(57.0215), 3C(57.0215)		
979	a	sp|Q02978|M2OM_HUMAN	Q02978	M2OM_HUMAN	SLC25A11	314	20.10	Homo sapiens OX=9606	Mitochondrial 2-oxoglutarate/malate carrier protein 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	9	9	9	     0	     0	     0	N-term(42.0106)		
980	a	sp|Q03154|ACY1_HUMAN	Q03154	ACY1_HUMAN	ACY1	408	20.60	Homo sapiens OX=9606	Aminoacylase-1 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	9	9	9	     0	     0	     0			
981	a	sp|Q03252|LMNB2_HUMAN	Q03252	LMNB2_HUMAN	LMNB2	620	29.40	Homo sapiens OX=9606	Lamin-B2 	1:Experimental evidence at protein level	1.0000	0.9990	19	17	15	15	30	21	21	     0	     0	     0	13M(15.9949)		
982	a	sp|Q03405|UPAR_HUMAN	Q03405	UPAR_HUMAN	PLAUR	335	19.10	Homo sapiens OX=9606	Urokinase plasminogen activator surface receptor 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	7	7	7	     0	     0	     0	11C(57.0215), 14C(57.0215), 3C(57.0215), 4C(57.0215), 6C(57.0215), 7C(57.0215)		
983	a	sp|Q03701|CEBPZ_HUMAN	Q03701	CEBPZ_HUMAN	CEBPZ	1054	6.50	Homo sapiens OX=9606	CCAAT/enhancer-binding protein zeta 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	7	7	10	10	10	     0	     0	     0			
984	a	sp|Q04206|TF65_HUMAN	Q04206	TF65_HUMAN	RELA	551	12.00	Homo sapiens OX=9606	Transcription factor p65 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	6	     0	     0	     0	15C(57.0215), 5C(57.0215)		
985	a	sp|Q04446|GLGB_HUMAN	Q04446	GLGB_HUMAN	GBE1	702	17.00	Homo sapiens OX=9606	1,4-alpha-glucan-branching enzyme 	1:Experimental evidence at protein level	1.0000	0.9990	11	13	13	13	19	19	19	     0	     0	     0	1C(57.0215), 4C(57.0215), 8C(57.0215)		
986	a	sp|Q04760|LGUL_HUMAN	Q04760	LGUL_HUMAN	GLO1	184	29.30	Homo sapiens OX=9606	Lactoylglutathione lyase 	1:Experimental evidence at protein level	1.0000	0.9990	4	6	6	6	8	8	8	     0	     0	     0	18C(57.0215), 19C(57.0215), 4M(15.9949), 8M(15.9949), N-term(42.0106)		
987	a	sp|Q04837|SSBP_HUMAN	Q04837	SSBP_HUMAN	SSBP1	148	33.10	Homo sapiens OX=9606	Single-stranded DNA-binding protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	9	9	9	     0	     0	     0			
988	a	sp|Q04917|1433F_HUMAN	Q04917	1433F_HUMAN	YWHAH	246	54.10	Homo sapiens OX=9606	14-3-3 protein eta 	1:Experimental evidence at protein level	1.0000	0.9990	13	12	8	8	33	19	19	     0	     0	     0	2C(57.0215), N-term(42.0106)		
989	a	sp|Q05086|UBE3A_HUMAN	Q05086	UBE3A_HUMAN	UBE3A	875	3.80	Homo sapiens OX=9606	Ubiquitin-protein ligase E3A 	1:Experimental evidence at protein level	1.0000	0.9983	3	2	2	2	4	4	4	     0	     0	     0			
990	a	sp|Q05D32|CTSL2_HUMAN	Q05D32	CTSL2_HUMAN	CTDSPL2	466	15.90	Homo sapiens OX=9606	CTD small phosphatase-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	9	9	9	     0	     0	     0	3C(57.0215), 5C(57.0215)		
991	a	sp|Q06033|ITIH3_HUMAN	Q06033	ITIH3_HUMAN	ITIH3	890	3.10	Homo sapiens OX=9606	Inter-alpha-trypsin inhibitor heavy chain H3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
992	a	sp|Q06124|PTN11_HUMAN	Q06124	PTN11_HUMAN	PTPN11	597	19.40	Homo sapiens OX=9606	Tyrosine-protein phosphatase non-receptor type 11 	1:Experimental evidence at protein level	1.0000	0.9990	11	10	10	10	12	12	12	     0	     0	     0	4C(57.0215), 5C(57.0215)		
993	a	sp|Q06136|KDSR_HUMAN	Q06136	KDSR_HUMAN	KDSR	332	7.80	Homo sapiens OX=9606	3-ketodihydrosphingosine reductase 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	3	4	4	4	     0	     0	     0	9C(57.0215)		
994	a	sp|Q06203|PUR1_HUMAN	Q06203	PUR1_HUMAN	PPAT	517	9.70	Homo sapiens OX=9606	Amidophosphoribosyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	3	3	4	4	4	     0	     0	     0			
995	a	sp|Q06265|EXOS9_HUMAN	Q06265	EXOS9_HUMAN	EXOSC9	439	11.40	Homo sapiens OX=9606	Exosome complex component RRP45 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	4	4	6	6	6	     0	     0	     0	7C(57.0215)		
996	a	sp|Q06323|PSME1_HUMAN	Q06323	PSME1_HUMAN	PSME1	249	36.90	Homo sapiens OX=9606	Proteasome activator complex subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	9	9	18	18	18	     0	     0	     0	4C(57.0215), 9C(57.0215)		
997	a	sp|Q06587|RING1_HUMAN	Q06587	RING1_HUMAN	RING1	406	8.90	Homo sapiens OX=9606	E3 ubiquitin-protein ligase RING1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0	8C(57.0215), N-term(42.0106)		
998	a	sp|Q06787|FMR1_HUMAN	Q06787	FMR1_HUMAN	FMR1	632	14.10	Homo sapiens OX=9606	Synaptic functional regulator FMR1 	1:Experimental evidence at protein level	1.0000	0.9987	7	6	5	5	8	7	7	     0	     0	     0			
999	a	sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	56.80	Homo sapiens	Peroxiredoxin-1 	1:Experimental evidence at protein level	1.0000	0.9990	11	16	13	16	44	36	44	     0	     0	     0	5C(57.0215), 5M(15.9949), 7M(15.9949)		
1000	a	sp|Q07020|RL18_HUMAN	Q07020	RL18_HUMAN	RPL18	188	34.60	Homo sapiens OX=9606	60S ribosomal protein L18 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	7	7	20	20	20	     0	     0	     0	2C(57.0215)		
1001	a	sp|Q07021|C1QBP_HUMAN	Q07021	C1QBP_HUMAN	C1QBP	282	20.90	Homo sapiens OX=9606	Complement component 1 Q subcomponent-binding protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	6	6	6	11	11	11	     0	     0	     0	1M(15.9949)		
1002	a	sp|Q07065|CKAP4_HUMAN	Q07065	CKAP4_HUMAN	CKAP4	602	29.70	Homo sapiens OX=9606	Cytoskeleton-associated protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	15	15	14	15	23	22	23	     0	     0	     0	22C(57.0215)		
1003	a	sp|Q07157|ZO1_HUMAN	Q07157	ZO1_HUMAN	TJP1	1748	7.10	Homo sapiens OX=9606	Tight junction protein ZO-1 	1:Experimental evidence at protein level	1.0000	0.9975	11	10	10	10	10	10	10	     0	     0	     0			
1004	a	sp|Q07812|BAX_HUMAN	Q07812	BAX_HUMAN	BAX	192	29.20	Homo sapiens OX=9606	Apoptosis regulator BAX 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	5	5	5	     0	     0	     0			
1005	a	sp|Q07955|SRSF1_HUMAN	Q07955	SRSF1_HUMAN	SRSF1	248	49.60	Homo sapiens OX=9606	Serine/arginine-rich splicing factor 1 	1:Experimental evidence at protein level	1.0000	0.9990	12	14	13	14	41	40	41	     0	     0	     0	3M(15.9949), 6C(57.0215), 8C(57.0215)		
1006	a	sp|Q07960|RHG01_HUMAN	Q07960	RHG01_HUMAN	ARHGAP1	439	15.90	Homo sapiens OX=9606	Rho GTPase-activating protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	8	8	12	12	12	     0	     0	     0			
1007	a	sp|Q08170|SRSF4_HUMAN	Q08170	SRSF4_HUMAN	SRSF4	494	16.20	Homo sapiens OX=9606	Serine/arginine-rich splicing factor 4 	1:Experimental evidence at protein level	1.0000	0.9990	8	10	6	10	15	11	15	     0	     0	     0	1C(57.0215)		
1008	a	sp|Q08211|DHX9_HUMAN	Q08211	DHX9_HUMAN	DHX9	1270	24.30	Homo sapiens OX=9606	ATP-dependent RNA helicase A 	1:Experimental evidence at protein level	1.0000	0.9990	28	31	31	31	54	54	54	     0	     0	     0	12M(15.9949), 14C(57.0215), 18C(57.0215), 1M(15.9949), 2C(57.0215), 3M(15.9949), 4C(57.0215), 5C(57.0215), 6C(57.0215), 7C(57.0215)		
1009	a	sp|Q08257|QOR_HUMAN	Q08257	QOR_HUMAN	CRYZ	329	14.30	Homo sapiens OX=9606	Quinone oxidoreductase 	1:Experimental evidence at protein level	1.0000	0.9987	4	5	5	5	9	9	9	     0	     0	     0			
1010	a	sp|Q08379|GOGA2_HUMAN	Q08379	GOGA2_HUMAN	GOLGA2	1002	9.50	Homo sapiens OX=9606	Golgin subfamily A member 2 	1:Experimental evidence at protein level	1.0000	0.9990	8	7	7	7	12	12	12	     0	     0	     0	17C(57.0215)		
1011	a	sp|Q08380|LG3BP_HUMAN	Q08380	LG3BP_HUMAN	LGALS3BP	585	3.90	Homo sapiens OX=9606	Galectin-3-binding protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	3	3	3	     0	     0	     0			
1012	a	sp|Q08499|PDE4D_HUMAN	Q08499	PDE4D_HUMAN	PDE4D	809	4.90	Homo sapiens OX=9606	cAMP-specific 3',5'-cyclic phosphodiesterase 4D 	1:Experimental evidence at protein level	1.0000	0.9989	4	3	3	3	5	5	5	     0	     0	     0			
1013	a	sp|Q08623|HDHD1_HUMAN	Q08623	HDHD1_HUMAN	PUDP	228	14.90	Homo sapiens OX=9606	Pseudouridine-5'-phosphatase 	1:Experimental evidence at protein level	1.0000	0.9989	3	2	2	2	3	3	3	     0	     0	     0			
1014	a	sp|Q08945|SSRP1_HUMAN	Q08945	SSRP1_HUMAN	SSRP1	709	19.70	Homo sapiens OX=9606	FACT complex subunit SSRP1 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	17	17	17	     0	     0	     0	12C(57.0215), 15C(57.0215), 18C(57.0215), 2M(15.9949), 4C(57.0215), N-term(42.0106)		
1015	a	sp|Q08AD1|CAMP2_HUMAN	Q08AD1	CAMP2_HUMAN	CAMSAP2	1489	3.20	Homo sapiens OX=9606	Calmodulin-regulated spectrin-associated protein 2 	1:Experimental evidence at protein level	1.0000	0.9981	3	3	3	3	4	4	4	     0	     0	     0			
1016	a	sp|Q08AM6|VAC14_HUMAN	Q08AM6	VAC14_HUMAN	VAC14	782	4.10	Homo sapiens OX=9606	Protein VAC14 homolog 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	5	5	5	     0	     0	     0	6C(57.0215)		
1017	a	sp|Q08J23|NSUN2_HUMAN	Q08J23	NSUN2_HUMAN	NSUN2	767	32.30	Homo sapiens OX=9606	RNA cytosine C(5)-methyltransferase NSUN2 	1:Experimental evidence at protein level	1.0000	0.9990	21	22	22	22	44	44	44	     0	     0	     0	13M(15.9949), 1C(57.0215), 1M(15.9949), 3C(57.0215), 4C(57.0215), 4M(15.9949), 5C(57.0215), 6M(15.9949), 7C(57.0215), 9C(57.0215)		
1018	a	sp|Q09028|RBBP4_HUMAN	Q09028	RBBP4_HUMAN	RBBP4	425	23.10	Homo sapiens OX=9606	Histone-binding protein RBBP4 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	5	5	24	13	13	     0	     0	     0	11C(57.0215), 7C(57.0215)		
1019	a	sp|Q09161|NCBP1_HUMAN	Q09161	NCBP1_HUMAN	NCBP1	790	7.80	Homo sapiens OX=9606	Nuclear cap-binding protein subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	7	7	11	11	11	     0	     0	     0	4M(15.9949), 8C(57.0215)		
1020	a	sp|Q0VDF9|HSP7E_HUMAN	Q0VDF9	HSP7E_HUMAN	HSPA14	509	22.60	Homo sapiens OX=9606	Heat shock 70 kDa protein 14 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	14	14	14	     0	     0	     0	9C(57.0215)		
1021	a	sp|Q10471|GALT2_HUMAN	Q10471	GALT2_HUMAN	GALNT2	571	17.90	Homo sapiens OX=9606	Polypeptide N-acetylgalactosaminyltransferase 2 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	17	17	17	     0	     0	     0	7C(57.0215)		
1022	a	sp|Q10472|GALT1_HUMAN	Q10472	GALT1_HUMAN	GALNT1	559	7.00	Homo sapiens OX=9606	Polypeptide N-acetylgalactosaminyltransferase 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0	11C(57.0215), 7C(57.0215)		
1023	a	sp|Q10567|AP1B1_HUMAN	Q10567	AP1B1_HUMAN	AP1B1	949	15.80	Homo sapiens OX=9606	AP-1 complex subunit beta-1 	1:Experimental evidence at protein level	1.0000	0.9984	15	18	5	5	21	6	6	     0	     0	     0	2C(57.0215), 8C(57.0215)		
1024	a	sp|Q10570|CPSF1_HUMAN	Q10570	CPSF1_HUMAN	CPSF1	1443	5.60	Homo sapiens OX=9606	Cleavage and polyadenylation specificity factor subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	7	7	7	     0	     0	     0	12C(57.0215)		
1025	a	sp|Q10589|BST2_HUMAN	Q10589	BST2_HUMAN	BST2	180	23.30	Homo sapiens OX=9606	Bone marrow stromal antigen 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	5	5	5	     0	     0	     0			
1026	a	sp|Q10713|MPPA_HUMAN	Q10713	MPPA_HUMAN	PMPCA	525	12.80	Homo sapiens OX=9606	Mitochondrial-processing peptidase subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	7	9	9	9	14	14	14	     0	     0	     0	4M(15.9949), 5C(57.0215), 7C(57.0215), 8M(15.9949)		
1027	a	sp|Q12768|WASC5_HUMAN	Q12768	WASC5_HUMAN	WASHC5	1159	2.70	Homo sapiens OX=9606	WASH complex subunit 5 	1:Experimental evidence at protein level	1.0000	0.9987	3	3	3	3	5	5	5	     0	     0	     0	11C(57.0215)		
1028	a	sp|Q12788|TBL3_HUMAN	Q12788	TBL3_HUMAN	TBL3	808	19.70	Homo sapiens OX=9606	Transducin beta-like protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	13	15	15	15	20	20	20	     0	     0	     0	11C(57.0215), 21C(57.0215), 22C(57.0215), 6C(57.0215), N-term(42.0106)		
1029	a	sp|Q12792|TWF1_HUMAN	Q12792	TWF1_HUMAN	TWF1	350	30.90	Homo sapiens OX=9606	Twinfilin-1 	1:Experimental evidence at protein level	1.0000	0.9990	10	11	9	11	19	17	19	     0	     0	     0	6C(57.0215), N-term(42.0106)		
1030	a	sp|Q12797|ASPH_HUMAN	Q12797	ASPH_HUMAN	ASPH	758	24.00	Homo sapiens OX=9606	Aspartyl/asparaginyl beta-hydroxylase 	1:Experimental evidence at protein level	1.0000	0.9990	12	13	13	13	24	24	24	     0	     0	     0	3C(57.0215), 7C(57.0215)		
1031	a	sp|Q12805|FBLN3_HUMAN	Q12805	FBLN3_HUMAN	EFEMP1	493	12.20	Homo sapiens OX=9606	EGF-containing fibulin-like extracellular matrix protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	4	4	6	6	6	     0	     0	     0	10C(57.0215), 1C(57.0215), 3C(57.0215), 5C(57.0215), 7C(57.0215), 9C(57.0215)		
1032	a	sp|Q12846|STX4_HUMAN	Q12846	STX4_HUMAN	STX4	297	10.40	Homo sapiens OX=9606	Syntaxin-4 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
1033	a	sp|Q12849|GRSF1_HUMAN	Q12849	GRSF1_HUMAN	GRSF1	480	11.90	Homo sapiens OX=9606	G-rich sequence factor 1 	1:Experimental evidence at protein level	1.0000	0.9971	5	5	5	5	5	5	5	     0	     0	     0	6C(57.0215)		
1034	a	sp|Q12873|CHD3_HUMAN	Q12873	CHD3_HUMAN	CHD3	2000	4.30	Homo sapiens OX=9606	Chromodomain-helicase-DNA-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9986	8	7	2	2	8	2	2	     0	     0	     0			
1035	a	sp|Q12874|SF3A3_HUMAN	Q12874	SF3A3_HUMAN	SF3A3	501	27.50	Homo sapiens OX=9606	Splicing factor 3A subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	12	16	16	16	19	19	19	     0	     0	     0	2M(15.9949), 7C(57.0215), N-term(42.0106)		
1036	a	sp|Q12888|TP53B_HUMAN	Q12888	TP53B_HUMAN	TP53BP1	1972	14.10	Homo sapiens OX=9606	TP53-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	20	18	18	18	29	29	29	     0	     0	     0	10C(57.0215), 3C(57.0215), 7C(57.0215)		
1037	a	sp|Q12904|AIMP1_HUMAN	Q12904	AIMP1_HUMAN	AIMP1	312	33.00	Homo sapiens OX=9606	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	9	9	9	     0	     0	     0	10C(57.0215), 3C(57.0215), 4M(15.9949), N-term(42.0106)		
1038	a	sp|Q12905|ILF2_HUMAN	Q12905	ILF2_HUMAN	ILF2	390	32.30	Homo sapiens OX=9606	Interleukin enhancer-binding factor 2 	1:Experimental evidence at protein level	1.0000	0.9990	9	11	11	11	18	18	18	     0	     0	     0			
1039	a	sp|Q12906|ILF3_HUMAN	Q12906	ILF3_HUMAN	ILF3	894	38.10	Homo sapiens OX=9606	Interleukin enhancer-binding factor 3 	1:Experimental evidence at protein level	1.0000	0.9990	27	35	30	35	83	72	83	     0	     0	     0	11M(15.9949), 21C(57.0215), 3M(15.9949), 4C(57.0215), 4M(15.9949), 5M(15.9949), 8C(57.0215)		
1040	a	sp|Q12907|LMAN2_HUMAN	Q12907	LMAN2_HUMAN	LMAN2	356	11.50	Homo sapiens OX=9606	Vesicular integral-membrane protein VIP36 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	5	5	5	     0	     0	     0	2C(57.0215), 7C(57.0215)		
1041	a	sp|Q12931|TRAP1_HUMAN	Q12931	TRAP1_HUMAN	TRAP1	704	24.90	Homo sapiens OX=9606	Heat shock protein 75 kDa, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	16	18	17	17	32	29	29	     0	     0	     0	12M(15.9949), 6C(57.0215)		
1042	a	sp|Q12972|PP1R8_HUMAN	Q12972	PP1R8_HUMAN	PPP1R8	351	23.40	Homo sapiens OX=9606	Nuclear inhibitor of protein phosphatase 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	10	10	10	     0	     0	     0	14C(57.0215), 2M(15.9949), 5C(57.0215)		
1043	a	sp|Q12986|NFX1_HUMAN	Q12986	NFX1_HUMAN	NFX1	1120	2.90	Homo sapiens OX=9606	Transcriptional repressor NF-X1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	2C(57.0215), 3C(57.0215), 5C(57.0215), 7C(57.0215), 9C(57.0215)		
1044	a	sp|Q12996|CSTF3_HUMAN	Q12996	CSTF3_HUMAN	CSTF3	717	12.00	Homo sapiens OX=9606	Cleavage stimulation factor subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	9	9	9	     0	     0	     0	7C(57.0215)		
1045	a	sp|Q13011|ECH1_HUMAN	Q13011	ECH1_HUMAN	ECH1	328	23.20	Homo sapiens OX=9606	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	6	6	11	11	11	     0	     0	     0	2C(57.0215)		
1046	a	sp|Q13042|CDC16_HUMAN	Q13042	CDC16_HUMAN	CDC16	620	7.30	Homo sapiens OX=9606	Cell division cycle protein 16 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	3	3	3	3	3	     0	     0	     0	5C(57.0215)		
1047	a	sp|Q13045|FLII_HUMAN	Q13045	FLII_HUMAN	FLII	1269	6.10	Homo sapiens OX=9606	Protein flightless-1 homolog 	1:Experimental evidence at protein level	1.0000	0.9987	7	8	8	8	10	10	10	     0	     0	     0	2C(57.0215), 7C(57.0215), N-term(42.0106)		
