Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
1098	a	sp|Q14966|ZN638_HUMAN	Q14966	ZN638_HUMAN	ZNF638	1978	5.50	Homo sapiens OX=9606	Zinc finger protein 638 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	7	     0	     0	     0	15C(57.0215), 5C(57.0215), 8C(57.0215)		
1099	a	sp|Q14974|IMB1_HUMAN	Q14974	IMB1_HUMAN	KPNB1	876	43.80	Homo sapiens OX=9606	Importin subunit beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	24	29	29	29	49	49	49	     0	     0	     0	10C(57.0215), 11C(57.0215), 12C(57.0215), 13C(57.0215), 19C(57.0215), 3C(57.0215), 5C(57.0215), 8C(57.0215), N-term(42.0106)		
1100	a	sp|Q14978|NOLC1_HUMAN	Q14978	NOLC1_HUMAN	NOLC1	699	18.00	Homo sapiens OX=9606	Nucleolar and coiled-body phosphoprotein 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	10	10	10	18	18	18	     0	     0	     0			
1101	a	sp|Q14980|NUMA1_HUMAN	Q14980	NUMA1_HUMAN	NUMA1	2115	28.80	Homo sapiens OX=9606	Nuclear mitotic apparatus protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	38	41	41	41	47	47	47	     0	     0	     0	16C(57.0215), 3C(57.0215), 7C(57.0215)		
1102	a	sp|Q14C86|GAPD1_HUMAN	Q14C86	GAPD1_HUMAN	GAPVD1	1478	10.40	Homo sapiens OX=9606	GTPase-activating protein and VPS9 domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	8	     0	     0	     0	13C(57.0215), 14C(57.0215), 4C(57.0215), 7C(57.0215)		
1103	a	sp|Q14CX7|NAA25_HUMAN	Q14CX7	NAA25_HUMAN	NAA25	972	7.30	Homo sapiens OX=9606	N-alpha-acetyltransferase 25, NatB auxiliary subunit 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0			
1104	a	sp|Q15003|CND2_HUMAN	Q15003	CND2_HUMAN	NCAPH	741	18.20	Homo sapiens OX=9606	Condensin complex subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	8	7	7	7	8	8	8	     0	     0	     0	13C(57.0215), 6C(57.0215)		
1105	a	sp|Q15004|PAF15_HUMAN	Q15004	PAF15_HUMAN	PCLAF	111	27.90	Homo sapiens OX=9606	PCNA-associated factor 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0	2C(57.0215)		
1106	a	sp|Q15007|FL2D_HUMAN	Q15007	FL2D_HUMAN	WTAP	396	16.20	Homo sapiens OX=9606	Pre-mRNA-splicing regulator WTAP 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0	7C(57.0215)		
1107	a	sp|Q15008|PSMD6_HUMAN	Q15008	PSMD6_HUMAN	PSMD6	389	32.40	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 6 	1:Experimental evidence at protein level	1.0000	0.9990	10	9	9	9	9	9	9	     0	     0	     0			
1108	a	sp|Q15019|SEPT2_HUMAN	Q15019	SEPT2_HUMAN	SEPTIN2	361	42.90	Homo sapiens OX=9606	Septin-2 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	9	9	11	10	10	     0	     0	     0	15C(57.0215)		
1109	a	sp|Q15020|SART3_HUMAN	Q15020	SART3_HUMAN	SART3	963	13.70	Homo sapiens OX=9606	Squamous cell carcinoma antigen recognized by T-cells 3 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	8	8	8	     0	     0	     0	6C(57.0215), 9C(57.0215), N-term(42.0106)		
1110	a	sp|Q15021|CND1_HUMAN	Q15021	CND1_HUMAN	NCAPD2	1401	13.60	Homo sapiens OX=9606	Condensin complex subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	14	14	14	     0	     0	     0	13C(57.0215), 2C(57.0215), 6C(57.0215)		
1111	a	sp|Q15024|EXOS7_HUMAN	Q15024	EXOS7_HUMAN	EXOSC7	291	28.50	Homo sapiens OX=9606	Exosome complex component RRP42 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	6	6	6	     0	     0	     0	12C(57.0215), 13C(57.0215), 1C(57.0215), 8C(57.0215)		
1112	a	sp|Q15029|U5S1_HUMAN	Q15029	U5S1_HUMAN	EFTUD2	972	44.90	Homo sapiens OX=9606	116 kDa U5 small nuclear ribonucleoprotein component 	1:Experimental evidence at protein level	1.0000	0.9990	25	27	27	27	35	35	35	     0	     0	     0	12C(57.0215), 19C(57.0215), 20C(57.0215), 28C(57.0215), 2C(57.0215), 5C(57.0215), 6C(57.0215), 9C(57.0215)		
1113	a	sp|Q15042|RB3GP_HUMAN	Q15042	RB3GP_HUMAN	RAB3GAP1	981	5.50	Homo sapiens OX=9606	Rab3 GTPase-activating protein catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	4C(57.0215), 6C(57.0215)		
1114	a	sp|Q15046|SYK_HUMAN	Q15046	SYK_HUMAN	KARS1	597	33.50	Homo sapiens OX=9606	Lysine--tRNA ligase 	1:Experimental evidence at protein level	1.0000	0.9990	15	18	18	18	22	22	22	     0	     0	     0	10C(57.0215), 17C(57.0215), 3C(57.0215), 4C(57.0215)		
1115	a	sp|Q15050|RRS1_HUMAN	Q15050	RRS1_HUMAN	RRS1	365	14.00	Homo sapiens OX=9606	Ribosome biogenesis regulatory protein homolog 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	4	6	6	6	     0	     0	     0	1C(57.0215)		
1116	a	sp|Q15056|IF4H_HUMAN	Q15056	IF4H_HUMAN	EIF4H	248	22.60	Homo sapiens OX=9606	Eukaryotic translation initiation factor 4H 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0	3C(57.0215)		
1117	a	sp|Q15058|KIF14_HUMAN	Q15058	KIF14_HUMAN	KIF14	1648	2.90	Homo sapiens OX=9606	Kinesin-like protein KIF14 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	4	4	4	4	     0	     0	     0			
1118	a	sp|Q15061|WDR43_HUMAN	Q15061	WDR43_HUMAN	WDR43	677	27.80	Homo sapiens OX=9606	WD repeat-containing protein 43 	1:Experimental evidence at protein level	1.0000	0.9990	10	12	12	12	16	16	16	     0	     0	     0	10C(57.0215), 12C(57.0215), 15C(57.0215), 16C(57.0215), 17C(57.0215), 3C(57.0215)		
1119	a	sp|Q15070|OXA1L_HUMAN	Q15070	OXA1L_HUMAN	OXA1L	435	5.10	Homo sapiens OX=9606	Mitochondrial inner membrane protein OXA1L 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0	1C(57.0215)		
1120	a	sp|Q15075|EEA1_HUMAN	Q15075	EEA1_HUMAN	EEA1	1411	6.20	Homo sapiens OX=9606	Early endosome antigen 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	4	4	4	4	4	     0	     0	     0			
1121	a	sp|Q15084|PDIA6_HUMAN	Q15084	PDIA6_HUMAN	PDIA6	440	28.20	Homo sapiens OX=9606	Protein disulfide-isomerase A6 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	8	8	8	     0	     0	     0	2C(57.0215), 8C(57.0215)		
1122	a	sp|Q15102|PA1B3_HUMAN	Q15102	PA1B3_HUMAN	PAFAH1B3	231	51.10	Homo sapiens OX=9606	Platelet-activating factor acetylhydrolase IB subunit gamma 	1:Experimental evidence at protein level	1.0000	0.9990	6	8	8	8	12	12	12	     0	     0	     0	N-term(42.0106)		
1123	a	sp|Q15149|PLEC_HUMAN	Q15149	PLEC_HUMAN	PLEC	4684	8.40	Homo sapiens OX=9606	Plectin 	1:Experimental evidence at protein level	1.0000	0.9990	24	24	23	24	26	25	26	     0	     0	     0	10C(57.0215), 1C(57.0215), 4C(57.0215)		
1124	a	sp|Q15154|PCM1_HUMAN	Q15154	PCM1_HUMAN	PCM1	2024	8.80	Homo sapiens OX=9606	Pericentriolar material 1 protein 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	10	10	10	     0	     0	     0	14C(57.0215), 21C(57.0215), 8C(57.0215)		
1125	a	sp|Q15181|IPYR_HUMAN	Q15181	IPYR_HUMAN	PPA1	289	60.60	Homo sapiens OX=9606	Inorganic pyrophosphatase 	1:Experimental evidence at protein level	1.0000	0.9990	12	16	16	16	23	23	23	     0	     0	     0	10C(57.0215), 14C(57.0215), 4C(57.0215), 5C(57.0215), 7M(15.9949)		
1126	a	sp|Q15185|TEBP_HUMAN	Q15185	TEBP_HUMAN	PTGES3	160	41.90	Homo sapiens OX=9606	Prostaglandin E synthase 3 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	6	9	9	9	     0	     0	     0	10C(57.0215), 5C(57.0215)		
1127	a	sp|Q15233|NONO_HUMAN	Q15233	NONO_HUMAN	NONO	471	35.00	Homo sapiens OX=9606	Non-POU domain-containing octamer-binding protein 	1:Experimental evidence at protein level	1.0000	0.9990	12	14	13	14	20	19	20	     0	     0	     0	1C(57.0215)		
1128	a	sp|Q15257|PTPA_HUMAN	Q15257	PTPA_HUMAN	PTPA	358	14.00	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 2A activator 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
1129	a	sp|Q15269|PWP2_HUMAN	Q15269	PWP2_HUMAN	PWP2	919	13.10	Homo sapiens OX=9606	Periodic tryptophan protein 2 homolog 	2:Experimental evidence at transcript level	1.0000	0.9990	8	8	8	8	8	8	8	     0	     0	     0	16C(57.0215), 7C(57.0215)		
1130	a	sp|Q15274|NADC_HUMAN	Q15274	NADC_HUMAN	QPRT	297	30.00	Homo sapiens OX=9606	Nicotinate-nucleotide pyrophosphorylase [carboxylating] 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0	3C(57.0215), 5C(57.0215)		
1131	a	sp|Q15286|RAB35_HUMAN	Q15286	RAB35_HUMAN	RAB35	201	19.90	Homo sapiens OX=9606	Ras-related protein Rab-35 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	4	4	4	4	     0	     0	     0	13C(57.0215), 9C(57.0215)		
1132	a	sp|Q15287|RNPS1_HUMAN	Q15287	RNPS1_HUMAN	RNPS1	305	17.70	Homo sapiens OX=9606	RNA-binding protein with serine-rich domain 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	5	5	5	     0	     0	     0			
1133	a	sp|Q15291|RBBP5_HUMAN	Q15291	RBBP5_HUMAN	RBBP5	538	14.70	Homo sapiens OX=9606	Retinoblastoma-binding protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	5	     0	     0	     0	1C(57.0215), 20C(57.0215), 2C(57.0215)		
1134	a	sp|Q15363|TMED2_HUMAN	Q15363	TMED2_HUMAN	TMED2	201	12.40	Homo sapiens OX=9606	Transmembrane emp24 domain-containing protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	3	4	4	4	     0	     0	     0			
1135	a	sp|Q15369|ELOC_HUMAN	Q15369	ELOC_HUMAN	ELOC	112	50.00	Homo sapiens OX=9606	Elongin-C 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	5	5	5	     0	     0	     0	5C(57.0215)		
1136	a	sp|Q15386|UBE3C_HUMAN	Q15386	UBE3C_HUMAN	UBE3C	1083	3.00	Homo sapiens OX=9606	Ubiquitin-protein ligase E3C 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	2	2	2	2	     0	     0	     0			
1137	a	sp|Q15393|SF3B3_HUMAN	Q15393	SF3B3_HUMAN	SF3B3	1217	27.30	Homo sapiens OX=9606	Splicing factor 3B subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	20	22	22	22	31	31	31	     0	     0	     0	12C(57.0215), 7C(57.0215), 8C(57.0215)		
1138	a	sp|Q15397|PUM3_HUMAN	Q15397	PUM3_HUMAN	PUM3	648	20.80	Homo sapiens OX=9606	Pumilio homolog 3 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	9	9	10	10	10	     0	     0	     0	12C(57.0215), 4C(57.0215)		
1139	a	sp|Q15404|RSU1_HUMAN	Q15404	RSU1_HUMAN	RSU1	277	18.40	Homo sapiens OX=9606	Ras suppressor protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	4	6	6	6	     0	     0	     0			
1140	a	sp|Q15424|SAFB1_HUMAN	Q15424	SAFB1_HUMAN	SAFB	915	23.10	Homo sapiens OX=9606	Scaffold attachment factor B1 	1:Experimental evidence at protein level	1.0000	0.9990	14	16	7	16	22	10	22	     0	     0	     0	1C(57.0215), N-term(42.0106)		
1141	a	sp|Q15427|SF3B4_HUMAN	Q15427	SF3B4_HUMAN	SF3B4	424	22.40	Homo sapiens OX=9606	Splicing factor 3B subunit 4 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	6	12	12	12	     0	     0	     0			
1142	a	sp|Q15428|SF3A2_HUMAN	Q15428	SF3A2_HUMAN	SF3A2	464	22.20	Homo sapiens OX=9606	Splicing factor 3A subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	7	9	9	9	9	9	9	     0	     0	     0	2C(57.0215), 8C(57.0215)		
1143	a	sp|Q15435|PP1R7_HUMAN	Q15435	PP1R7_HUMAN	PPP1R7	360	21.70	Homo sapiens OX=9606	Protein phosphatase 1 regulatory subunit 7 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	5	     0	     0	     0			
1144	a	sp|Q15436|SC23A_HUMAN	Q15436	SC23A_HUMAN	SEC23A	765	5.80	Homo sapiens OX=9606	Protein transport protein Sec23A 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	2	2	3	2	2	     0	     0	     0			
1145	a	sp|Q15437|SC23B_HUMAN	Q15437	SC23B_HUMAN	SEC23B	767	21.60	Homo sapiens OX=9606	Protein transport protein Sec23B 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	9	10	12	11	12	     0	     0	     0	2C(57.0215), 7C(57.0215), N-term(42.0106)		
1146	a	sp|Q15459|SF3A1_HUMAN	Q15459	SF3A1_HUMAN	SF3A1	793	29.00	Homo sapiens OX=9606	Splicing factor 3A subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	14	15	15	15	20	20	20	     0	     0	     0			
1147	a	sp|Q15555|MARE2_HUMAN	Q15555	MARE2_HUMAN	MAPRE2	327	17.70	Homo sapiens OX=9606	Microtubule-associated protein RP/EB family member 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	3	4	4	3	4	     0	     0	     0	6C(57.0215)		
1148	a	sp|Q15631|TSN_HUMAN	Q15631	TSN_HUMAN	TSN	228	18.90	Homo sapiens OX=9606	Translin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0			
1149	a	sp|Q15633|TRBP2_HUMAN	Q15633	TRBP2_HUMAN	TARBP2	366	8.20	Homo sapiens OX=9606	RISC-loading complex subunit TARBP2 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	3	3	3	3	     0	     0	     0	8C(57.0215)		
1150	a	sp|Q15637|SF01_HUMAN	Q15637	SF01_HUMAN	SF1	639	21.10	Homo sapiens OX=9606	Splicing factor 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	11	11	11	15	15	15	     0	     0	     0			
1151	a	sp|Q15645|PCH2_HUMAN	Q15645	PCH2_HUMAN	TRIP13	432	6.00	Homo sapiens OX=9606	Pachytene checkpoint protein 2 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0	5C(57.0215)		
1152	a	sp|Q15654|TRIP6_HUMAN	Q15654	TRIP6_HUMAN	TRIP6	476	30.70	Homo sapiens OX=9606	Thyroid receptor-interacting protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	8	8	8	8	8	     0	     0	     0	11C(57.0215), 12C(57.0215), 14C(57.0215), 17C(57.0215), 1C(57.0215), 26C(57.0215), 4C(57.0215), 6C(57.0215), 9C(57.0215)		
1153	a	sp|Q15691|MARE1_HUMAN	Q15691	MARE1_HUMAN	MAPRE1	268	44.00	Homo sapiens OX=9606	Microtubule-associated protein RP/EB family member 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	9	9	11	11	11	     0	     0	     0	6C(57.0215), N-term(42.0106)		
1154	a	sp|Q15717|ELAV1_HUMAN	Q15717	ELAV1_HUMAN	ELAVL1	326	21.80	Homo sapiens OX=9606	ELAV-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	10	10	10	     0	     0	     0	12C(57.0215), N-term(42.0106)		
1155	a	sp|Q15738|NSDHL_HUMAN	Q15738	NSDHL_HUMAN	NSDHL	373	15.30	Homo sapiens OX=9606	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating 	1:Experimental evidence at protein level	1.0000	0.9987	4	4	4	4	5	5	5	     0	     0	     0			
1156	a	sp|Q15751|HERC1_HUMAN	Q15751	HERC1_HUMAN	HERC1	4861	1.70	Homo sapiens OX=9606	Probable E3 ubiquitin-protein ligase HERC1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	6	6	6	     0	     0	     0	10C(57.0215), 4M(15.9949), 8C(57.0215), 9C(57.0215)		
1157	a	sp|Q15758|AAAT_HUMAN	Q15758	AAAT_HUMAN	SLC1A5	541	16.50	Homo sapiens OX=9606	Neutral amino acid transporter B(0) 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	7	7	7	     0	     0	     0	1C(57.0215), 2C(57.0215)		
1158	a	sp|Q15785|TOM34_HUMAN	Q15785	TOM34_HUMAN	TOMM34	309	23.00	Homo sapiens OX=9606	Mitochondrial import receptor subunit TOM34 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0	7C(57.0215)		
1159	a	sp|Q15813|TBCE_HUMAN	Q15813	TBCE_HUMAN	TBCE	527	33.80	Homo sapiens OX=9606	Tubulin-specific chaperone E 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	11	11	11	11	     0	     0	     0	23C(57.0215)		
1160	a	sp|Q15814|TBCC_HUMAN	Q15814	TBCC_HUMAN	TBCC	346	10.40	Homo sapiens OX=9606	Tubulin-specific chaperone C 	1:Experimental evidence at protein level	1.0000	0.9984	2	2	2	2	3	3	3	     0	     0	     0			
1161	a	sp|Q15833|STXB2_HUMAN	Q15833	STXB2_HUMAN	STXBP2	593	26.00	Homo sapiens OX=9606	Syntaxin-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	9	10	10	10	11	11	11	     0	     0	     0	11C(57.0215), 2C(57.0215)		
1162	a	sp|Q15910|EZH2_HUMAN	Q15910	EZH2_HUMAN	EZH2	746	7.90	Homo sapiens OX=9606	Histone-lysine N-methyltransferase EZH2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	11C(57.0215), 15C(57.0215), 16C(57.0215), 2C(57.0215), 3C(57.0215), 7C(57.0215), 9C(57.0215)		
1163	a	sp|Q15942|ZYX_HUMAN	Q15942	ZYX_HUMAN	ZYX	572	19.10	Homo sapiens OX=9606	Zyxin 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	7	7	7	     0	     0	     0	17C(57.0215), 1C(57.0215), 26C(57.0215), 4C(57.0215)		
1164	a	sp|Q16186|ADRM1_HUMAN	Q16186	ADRM1_HUMAN	ADRM1	407	16.70	Homo sapiens OX=9606	Proteasomal ubiquitin receptor ADRM1 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	5	7	7	7	     0	     0	     0	16C(57.0215), N-term(42.0106)		
1165	a	sp|Q16204|CCDC6_HUMAN	Q16204	CCDC6_HUMAN	CCDC6	474	11.20	Homo sapiens OX=9606	Coiled-coil domain-containing protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0			
1166	a	sp|Q16401|PSMD5_HUMAN	Q16401	PSMD5_HUMAN	PSMD5	504	40.90	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	14	14	14	     0	     0	     0	12C(57.0215), 15C(57.0215), 1C(57.0215), 5C(57.0215)		
1167	a	sp|Q16512|PKN1_HUMAN	Q16512	PKN1_HUMAN	PKN1	942	7.60	Homo sapiens OX=9606	Serine/threonine-protein kinase N1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	6	6	6	     0	     0	     0	5C(57.0215)		
1168	a	sp|Q16531|DDB1_HUMAN	Q16531	DDB1_HUMAN	DDB1	1140	18.30	Homo sapiens OX=9606	DNA damage-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	13	16	16	16	     0	     0	     0	2C(57.0215), 9C(57.0215)		
1169	a	sp|Q16539|MK14_HUMAN	Q16539	MK14_HUMAN	MAPK14	360	12.20	Homo sapiens OX=9606	Mitogen-activated protein kinase 14 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	16C(57.0215), N-term(42.0106)		
1170	a	sp|Q16543|CDC37_HUMAN	Q16543	CDC37_HUMAN	CDC37	378	18.50	Homo sapiens OX=9606	Hsp90 co-chaperone Cdc37 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	6	7	7	7	     0	     0	     0			
1171	a	sp|Q16576|RBBP7_HUMAN	Q16576	RBBP7_HUMAN	RBBP7	425	43.10	Homo sapiens OX=9606	Histone-binding protein RBBP7 	1:Experimental evidence at protein level	1.0000	0.9990	10	13	10	13	18	15	18	     0	     0	     0	11C(57.0215), 15C(57.0215)		
1172	a	sp|Q16629|SRSF7_HUMAN	Q16629	SRSF7_HUMAN	SRSF7	238	19.70	Homo sapiens OX=9606	Serine/arginine-rich splicing factor 7 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	5	6	7	6	7	     0	     0	     0			
1173	a	sp|Q16630|CPSF6_HUMAN	Q16630	CPSF6_HUMAN	CPSF6	551	12.50	Homo sapiens OX=9606	Cleavage and polyadenylation specificity factor subunit 6 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	5	6	6	6	     0	     0	     0	12C(57.0215), 9C(57.0215)		
1174	a	sp|Q16637|SMN_HUMAN	Q16637	SMN_HUMAN	SMN1	294	24.80	Homo sapiens OX=9606	Survival motor neuron protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0	10C(57.0215), 1C(57.0215), 5C(57.0215), N-term(42.0106)		
1175	a	sp|Q16643|DREB_HUMAN	Q16643	DREB_HUMAN	DBN1	649	28.20	Homo sapiens OX=9606	Drebrin 	1:Experimental evidence at protein level	1.0000	0.9990	10	12	12	12	15	15	15	     0	     0	     0	25C(57.0215)		
1176	a	sp|Q16658|FSCN1_HUMAN	Q16658	FSCN1_HUMAN	FSCN1	493	47.70	Homo sapiens OX=9606	Fascin 	1:Experimental evidence at protein level	1.0000	0.9990	15	18	18	18	39	39	39	     0	     0	     0	10C(57.0215), 18C(57.0215), 4C(57.0215), 8C(57.0215), N-term(42.0106)		
1177	a	sp|Q16698|DECR_HUMAN	Q16698	DECR_HUMAN	DECR1	335	27.20	Homo sapiens OX=9606	2,4-dienoyl-CoA reductase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	7	7	7	     0	     0	     0	13C(57.0215), 6C(57.0215)		
1178	a	sp|Q16718|NDUA5_HUMAN	Q16718	NDUA5_HUMAN	NDUFA5	116	48.30	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	10C(57.0215)		
1179	a	sp|Q16762|THTR_HUMAN	Q16762	THTR_HUMAN	TST	297	12.10	Homo sapiens OX=9606	Thiosulfate sulfurtransferase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
1180	a	sp|Q16763|UBE2S_HUMAN	Q16763	UBE2S_HUMAN	UBE2S	222	24.80	Homo sapiens OX=9606	Ubiquitin-conjugating enzyme E2 S 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0			
1181	a	sp|Q16795|NDUA9_HUMAN	Q16795	NDUA9_HUMAN	NDUFA9	377	6.60	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
1182	a	sp|Q16836|HCDH_HUMAN	Q16836	HCDH_HUMAN	HADH	314	36.00	Homo sapiens OX=9606	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	5	8	8	8	     0	     0	     0			
1183	a	sp|Q16851|UGPA_HUMAN	Q16851	UGPA_HUMAN	UGP2	508	29.50	Homo sapiens OX=9606	UTP--glucose-1-phosphate uridylyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	9	10	10	10	12	12	12	     0	     0	     0	2C(57.0215)		
1184	a	sp|Q16891|MIC60_HUMAN	Q16891	MIC60_HUMAN	IMMT	758	28.40	Homo sapiens OX=9606	MIC	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	14	14	14	     0	     0	     0	3C(57.0215), 8C(57.0215)		
1185	a	sp|Q1KMD3|HNRL2_HUMAN	Q1KMD3	HNRL2_HUMAN	HNRNPUL2	747	27.80	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein U-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	14	17	17	17	     0	     0	     0	1C(57.0215), 25C(57.0215), 5C(57.0215), 7C(57.0215)		
1186	a	sp|Q29RF7|PDS5A_HUMAN	Q29RF7	PDS5A_HUMAN	PDS5A	1337	12.50	Homo sapiens OX=9606	Sister chromatid cohesion protein PDS5 homolog A 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	8	10	11	9	11	     0	     0	     0	4C(57.0215), 5C(57.0215)		
1187	a	sp|Q2NL82|TSR1_HUMAN	Q2NL82	TSR1_HUMAN	TSR1	804	9.80	Homo sapiens OX=9606	Pre-rRNA-processing protein TSR1 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	6	     0	     0	     0			
1188	a	sp|Q2TAY7|SMU1_HUMAN	Q2TAY7	SMU1_HUMAN	SMU1	513	20.10	Homo sapiens OX=9606	WD40 repeat-containing protein SMU1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	8	8	8	     0	     0	     0	8C(57.0215)		
1189	a	sp|Q2VPK5|CTU2_HUMAN	Q2VPK5	CTU2_HUMAN	CTU2	515	8.70	Homo sapiens OX=9606	Cytoplasmic tRNA 2-thiolation protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
